;Name;Genre;City;Status
5608;Raze;Thrash Metal;São Bernardo do Campo, São Paulo;Split-up
5609;Razeforce;Thrash Metal;Belo Horizonte, Minas Gerais;Split-up
5610;Razor Claw;Heavy Metal;Santa Catarina;Split-up
5611;Razor Project;Groove Metal;Foz do Iguaçu, Paraná;Active
5612;Ready Mades;Heavy/Thrash Metal;São Bernardo do Campo, São Paulo;Split-up
5613;Ready to Explode;Thrash Metal;Mongagua, São Paulo;Split-up
5614;Ready to Fuck;Melodic Black/Death Metal;São Gonçalo, Rio de Janeiro;Active
5615;Real Insane;Thrash Metal;Ibiúna, São Paulo;Active
5616;Real Terror;Thrash Metal/Grindcore;Ribeirão Preto, São Paulo;Active
5617;Realidade Encoberta;Thrash Metal/Crossover/Hardcore Punk;Recife, Pernambuco;Active
5618;Realidade Mórbida;Grindcore;Paraíba;Active
5619;Realm of Illusion;Thrash/Heavy Metal;Campinas, São Paulo;Active
5620;Reanimation;Thrash Metal/Crossover;São Paulo, São Paulo;Changed name
5621;Reassônica;Heavy Metal;Fortaleza, Ceará;Active
5622;Reator;Thrash Metal;Anápolis, Goiás;Changed name
5623;Reator;Thrash Metal;Itatiaia, Rio de Janeiro;Split-up
5624;Reator;Thrash Metal;Juiz de Fora, Minas Gerais;Split-up
5625;Reattor;Thrash Metal;Diadema/São Paulo;Split-up
5626;Rebaelliun;Death Metal;Porto Alegre, Rio Grande do Sul;Active
5627;Rebeligion;Neoclassical Progressive Power Metal;São Paulo, São Paulo;Unknown
5628;Reborn;Thrash Metal;Cotia, Sao Paulo;Active
5629;Reborn in Flames;Death Metal;Porto Alegre, Rio Grande do Sul;Active
5630;Rebotte;Metalcore/Melodic Death Metal;São Paulo, São Paulo;Split-up
5631;Rebuke;Black Metal;Campo Grande, Mato Grosso do Sul;Active
5632;Rec/All;Heavy/Power Metal;Rio de Janeiro, Rio de Janeiro;Active
5633;Recidivus;Death Metal;Recife, Pernambuco;Active
5634;Reckoning;Thrash/Heavy Metal;Rio de Janeiro, Rio de Janeiro;Changed name
5635;Reckoning Hour;Metalcore;Rio de Janeiro, Rio de Janeiro;Active
5636;Recrucifixion;Thrash Metal;Vitória da Conquista, Bahia;Unknown
5637;Recrucify;Thrash Metal/Crossover;Jacareí, São Paulo;Split-up
5638;Rectal Collapse;Brutal Death Metal;São José dos Campos, São Paulo;Split-up
5639;Red Butcher;Stoner/Doom Metal;João Pessoa, Paraíba;Active
5640;Red Front;Thrash Metal;São Paulo, São Paulo;Active
5641;Red n' Hell;Death/Thrash Metal;Itapevi, São Paulo;Active
5642;Red Nightmare;Black Metal;Camaquã, Rio Grande do Sul;Split-up
5643;Red Old Snake;Groove/Southern Metal;Brasília, Distrito Federal;Active
5644;Red Pain;Thrash/Death Metal with Hardcore elements;São Gonçalo do Sapucaí, Minas Gerais;Active
5645;Red Rain;Black/Death Metal;;Unknown
5646;Red Razor;Thrash Metal;Florianópolis, Santa Catarina;Active
5647;Red Sunlight;Melodic Death Metal;Joinville, Santa Catarina;Split-up
5648;Redammen;Progressive/Power/Speed/Heavy Metal;São Paulo, São Paulo;Unknown
5649;Redentor;Groove/Thrash Metal;Rio de Janeiro, Rio de Janeiro;Split-up
5650;RedKarma;Melodic Heavy Metal/Hard Rock;São Luís, Maranhão;Active
5651;Redquarter;Thrash Metal;Teresópolis, Rio de Janeiro;On hold
5652;Redrum;Thrash Metal;Campinas, São Paulo;Split-up
5653;Redstain;Thrash Metal;São Paulo;Active
5654;Redtie;Thrash/Death Metal;Curitiba, Paraná;Active
5655;Reffugo;Death Metal;Mogi das Cruzes, São Paulo;Split-up
5656;Reforma Protestante;Thrash Metal;São Gonçalo, Rio de Janeiro;Split-up
5657;Refúgio;Heavy Metal;Campina Grande, Paraíba;Active
5658;Refugium Pecatorum;Heavy/Doom Metal;Rio de Janeiro, Rio de Janeiro;Split-up
5659;Reggrety;Death Metal;Itajaí, Santa Catarina;Split-up
5660;Regnum Umbra Ignis;Black Metal;Taboão da Serra, São Paulo;Active
5661;Rego Mortem;Black/Death Metal;Recife, Pernambuco;Active
5662;Regorge;Death Metal;Rio de Janeiro, Rio de Janeiro;On hold
5663;Regressor;Blackened Speed Metal/Punk;São Paulo, São Paulo;Active
5664;Regrezion;Melodic Death/Thrash Metal;Fernandópolis, São Paulo;Unknown
5665;Regurgimentação Necrovaginal Sangrenta;Grindcore/Death Metal;Indaiatuba, São Paulo;Active
5666;Reinkaos;Black Metal;Viamão, Rio Grande do Sul;Unknown
5667;Reino Blasfêmico;Black Metal;Salvador, Bahia;Active
5668;Reino de Baphomet;Black Metal;Santa Bárbara d'Oeste, São Paulo;Unknown
5669;Rejeito;Thrash Metal/Crossover;São Paulo, São Paulo;Active
5670;Reklamado per Akto;Black Metal;;Active
5671;Relento;Black/Doom/Death Metal;Londrina, Paraná;Split-up
5672;Reliziun;Heavy Metal;Olinda, Pernambuco;Active
5673;Rell üf Venkle;Melodic Black/Power Metal;Altamira, Pará;Active
5674;Relva de Sangue;Black Metal;São Carlos, São Paulo;Unknown
5675;Remains of Life;Progressive Melodic Death Metal;São Paulo;Active
5676;Remember;Black Metal;São João da Boa Vista, São Paulo;Split-up
5677;Reminiscência;Post-Black Metal;Brasília, Distrito Federal;Active
5678;Remords Posthume;Black Metal;Campinas/Valinhos, São Paulo;Active
5679;Renascence;Atmospheric Black Metal;Rio de Janeiro, Rio de Janeiro;Active
5680;Renegados;Thrash Metal;Belo Horizonte, Minas Gerais;Active
5681;Renewar;Thrash Metal;Mairiporã, São Paulo;Active
5682;Reobote;Black Metal;Aracaju, Sergipe;Split-up
5683;Repressor;Thrash Metal;Maricá, Rio de Janeiro;Active
5684;Reptilian Sun;Stoner/Doom Metal;Belém, Pará;Active
5685;Repúdio;Black Metal;Curitiba, Paraná;Active
5686;Repúdio;Black Metal;Varginha, Minas Gerais;Active
5687;Repugnant Gore;Death Metal;Duque de Caxias, Rio de Janeiro;Unknown
5688;Repulsão Explícita;Thrash Metal/Crossover;Santos, Sao Paulo;Active
5689;Repulsed;Black/Thrash Metal;São Borja, Rio Grande do Sul;Unknown
5690;Repulsores;Crossover;Schroeder, Santa Catarina;Split-up
5691;Requiem;Black/Death Metal;Belo Horizonte, Minas Gerais;Split-up
5692;Requiem's Sathana;Black Metal;Novo Hamburgo, Rio Grande do Sul;Active
5693;RerFind;"Thrash/Death Metal (early); Heavy Metal (later)";São Miguel do Oeste, Santa Catarina;Split-up
5694;Reservoir;Black Metal;São Paulo, São Paulo;Active
5695;Residüs;"Hardcore/Crossover (early); Death/Thrash Metal (later)";Campos dos Goytacazes, Rio de Janeiro;Active
5696;Resistance;Progressive/Power Metal;Belo Horizonte, Minas Gerais;Split-up
5697;Resistencia 88;Black Metal;Paraná;Changed name
5698;Resistência Terminal;Death/Thrash Metal;Guarulhos, São Paulo;Active
5699;Ressonância Mórfica;Grindcore/Death Metal;"Manaus, Amazonas (early); Goiânia, Goiás (later)";Active
5700;Rest in Chaos;Thrash Metal/Metalcore;Florianópolis, Santa Catarina;Active
5701;Rest in Disgrace;Death/Doom Metal;"João Pessoa, Paraíba (early); Oldenburg, Lower Saxony, Germany (later)";Unknown
5702;Rest in Peace;Heavy Metal;São José dos Campos, São Paulo;Split-up
5703;Restless;Thrash Metal;Brasília, Distrito Federal;Split-up
5704;Restos Carnais;Death Metal/Goregrind;Macapá, Amapá;Active
5705;Restos Fúnebres;Atmospheric Black Metal;Goiás;Active
5706;Resurrector;Thrash Metal;Guarujá, São Paulo;Active
5707;Retalhador;Thrash Metal;Teresina, Piauí;Active
5708;Retaliação;Thrash Metal;Sorocaba, São Paulo;Unknown
5709;Retaliação Infernal;Death Metal/Grindcore;Curitiba, Paraná;Active
5710;Retaliador;Thrash Metal;Franco da Rocha, São Paulo;Active
5711;Retaliate;Death/Thrash Metal;Joinville, Santa Catarina;Active
5712;Retaliatory;Death/Thrash Metal;Belém, Pará;Active
5713;Retdef;Thrash Metal;;Split-up
5714;Rethalho;Death Metal/Goregrind;Bragança Paulista, São Paulo;Unknown
5715;Rethurno;Thrash Metal;Sumaré, São Paulo;Active
5716;Réu Podre;Thrash Metal;Fortaleza, Ceará;Active
5717;Rev Raptor;Speed Metal;Brasília, Distrito Federal;Active
5718;RevAnger;Heavy Metal;Mossoró, Rio Grande do Norte;Active
5719;Revel Decay;Death Metal;Fortaleza, Ceará;Active
5720;Revenge;Heavy/Power Metal;São Paulo, São Paulo;Split-up
5721;Revenge Ritual;Groove/Thrash Metal;São Paulo, São Paulo;Active
5722;Revenge to Betrayal;Thrash/Death Metal;Recife, Pernambuco;Active
5723;Revenged;Heavy Metal;Campo Grande, Mato Grosso do Sul;Active
5724;Revengin;Symphonic Metal;Rio de Janeiro, Rio de Janeiro;Active
5725;Reverennce;Symphonic Black Metal;Curitiba, Paraná;Split-up
5726;Reveres Darkness;Black Metal;Rio de Janeiro, Rio de Janeiro;Active
5727;Reversed;Death Metal;Poços de Caldas, Minas Gerais;Active
5728;Revide;Death Metal;São Carlos, São Paulo;Split-up
5729;Reviler;Death/Black Metal;Brasília, Distrito Federal;Active
5730;Reviolence;Thrash Metal;São Paulo, São Paulo;On hold
5731;Revival;Thrash Metal;Brasília, Distrito Federal;Split-up
5732;Revogar;Black/Death Metal;Esteio, Rio Grande do Sul;Active
5733;Revolta;Metalcore;Minas Gerais;Active
5734;Revolta Indigesta;Black Metal/Industrial;Guarulhos, São Paulo;Active
5735;Revolted;Thrash/Death Metal;Anápolis, Goiás;Active
5736;Rex Infernus;Black Metal;Belo Horizonte, Minas Gerais;Active
5737;Rexor;Heavy Metal;São Paulo, São Paulo;Active
5738;RF Force;Heavy Metal;São Paulo, São Paulo;Active
5739;Rhasalon;Heavy Metal;Rio do Sul, Santa Catarina;Active
5740;Rhegency;Heavy Metal;São Paulo, São Paulo;Active
5741;Rhegia;Heavy/Power Metal;Belém, Pará;Active
5742;Rhenoda;Power Metal;Natal, Rio Grande do Norte;Split-up
5743;Rhestus;Thrash Metal;Indaial, Santa Catarina;Active
5744;Rhevan;Gothic Metal;Campo Grande, Mato Grosso do Sul;Active
5745;Rhevange;Heavy Metal;Brasília, Distrito Federal;Active
5746;Rhino;Thrash Metal;São Paulo, São Paulo;Unknown
5747;Riccardo Linassi;"Heavy/Power Metal (early); Hard Rock (later)";Belo Horizonte, Minas Gerais;Active
5748;Richlord;Heavy Metal;Jundiaí, São Paulo;Active
5749;Rick Barros;Heavy Metal;São Paulo;Active
5750;Rider;Heavy Metal;Osasco, São Paulo;Active
5751;Riders Machines;Heavy Metal/Hard Rock;Campos dos Goytacazes, Rio de Janeiro;Active
5752;Ridesky;Heavy Metal;Jundiaí, São Paulo;Active
5753;Riding Storm;Power/Speed Metal;São Paulo, São Paulo;Active
5754;Riffcoven;Doom/Stoner Metal;Jundiaí, São Paulo;Active
5755;Rigidity Cadaveric;Death Metal;Osasco, São Paulo;Split-up
5756;Rigor Mortis BR;Death Metal;Porto Alegre, Rio Grande do Sul;Active
5757;Rioma;Death/Black Metal;;Unknown
5758;Rippër;Thrash Metal;Curitiba, Paraná;Active
5759;Rippery;Speed/Heavy Metal;São Paulo, São Paulo;Active
5760;Rise Behavior;Melodic Death Metal;Blumenau, Santa Catarina;Active
5761;Rise in Hatred;Black Metal;Cascavel, Paraná;Split-up
5762;Rise of Seth;Heavy/Power Metal;Cachoeiro de Itapemirim, Espirito Santo;Active
5763;Rishkesh;Heavy Metal;Bento Gonçalves;Unknown
5764;Risim;Heavy/Thrash Metal;São Luís, Maranhão;Unknown
5765;Rising;Heavy Metal;São Paulo, São Paulo;Unknown
5766;Rising Cross;Power Metal;Goiânia, Goiás;Unknown
5767;Rising State;Groove/Thrash Metal;Bagé/Porto Alegre, Rio Grande do Sul;Active
5768;Rites of Passage;Atmospheric Black Metal;Minas Gerais;Active
5769;Ritmia;Power/Progressive Metal;Salvador, Bahia;Split-up
5770;Rito Mortuário;Black/Death Metal;Rio de Janeiro, Rio de Janeiro;Active
5771;Ritos;Black Metal;Aracaju, Sergipe;Unknown
5772;Ritos Abominaveis;Black/Death Metal;Divinópolis, Minas Gerais;Changed name
5773;Ritos Blasfêmicos;Black Metal;Sidrolândia, Mato Grosso do Sul;Active
5774;Ritos Profanos;Black Metal;Juazeiro do Norte, Ceará;Active
5775;Ritos Sombrios;Death/Thrash/Groove Metal;Itapecuru Mirim (Maranhão;Active
5776;Rituais Profanos;Black Metal;São Paulo, São Paulo;Active
5777;Ritual;Thrash Metal;Águas de Lindóia, São Paulo;Split-up
5778;Ritual;Thrash Metal;Apucarana, Paraná;Unknown
5779;Ritual;Death/Thrash Metal;Santos, São Paulo;Changed name
5780;Ritual Fúnebre;Black Metal;Teresina, Piauí;Active
5781;Ritual Negro;Black Metal;Rio de Janeiro, Rio de Janeiro;Unknown
5782;Ritual Sombrio;Black Metal;Cuiabá, Mato Grosso;Split-up
5783;Ritualist;Heavy Metal;Porto Alegre, Rio Grande do Sul;Active
5784;Ritualistic;Death Metal;Rio Grande do Sul;Split-up
5785;Ritualmurder;Black/Doom Metal;São Paulo, São Paulo;Active
5786;Ritus Profanus;Black/Death Metal;Vila Velha, Espírito Santo;Active
5787;Rival Machine;Thrash Metal/Crossover;Itabuna, Bahia;Unknown
5788;Rizzi;Symphonic Metal;Espera Feliz, Minas Gerais;Active
5789;Rmpg Inc;Thrash Metal;São Sebastião do Paraíso, Minas Gerais;Active
5790;Road Rider;Heavy Metal;Santa Maria da Vitória, Bahia;Active
5791;Road Rising;Progressive Heavy Metal;Suzano, São Paulo;Split-up
5792;Roadies;Death/Thrash Metal;João Pessoa, Paraíba;Split-up
5793;Roadsider;Thrash Metal;Fortaleza, Ceará;Active
5794;Roasting;Thrash Metal;Taguatinga, Distrito Federal;Active
5795;Robertinho de Recife;Heavy Metal, Pop/Rock;Recife, Pernambuco;Split-up
5796;Robson Anadom;Heavy/Progressive Metal;Lages, Santa Catarina;Active
5797;Rocha;Thrash Metal;Rio de Janeiro, Rio de Janeiro;Split-up
5798;Rocket Engine;Stoner/Heavy Metal;Blumenau, Santa Catarina;Active
5799;Rocking Riders;Heavy Metal/Rock;Contagem, Minas Gerais;Active
5800;Rökkr;Raw Black Metal;Cabo Frio, Rio de Janeiro;Split-up
5801;Rolamento Atômico;Thrash Metal/Crossover;Manaus, Amazonas;Active
5802;Rombus;Black Metal;Teofilo Otoni, Minas Gerais;Split-up
5803;Rondrakamm;Thrash Metal;Ribeirão Preto, São Paulo;Split-up
5804;Rope Bunny;Doom Metal;;Active
5805;Rosa de Saron;"Heavy Metal (early); Pop Rock (later)";Campinas, São Paulo;Active
5806;Rosa Ígnea;Gothic Metal;Belo Horizonte, Minas Gerais;Active
5807;Rot;Grindcore;São Paulo, São Paulo;Active
5808;Rot Remains;Death Metal;Curitiba, Paraná;Split-up
5809;Rotborn;Death Metal;Bauru, São Paulo;Active
5810;Rotor;Thrash Metal;Rio de Janeiro, Rio de Janeiro;Split-up
5811;Rotten Anger;Black/Death Metal/Grindcore;Londrina, Paraná;Split-up
5812;Rotten Cadaveric Execration;Brutal Death Metal/Grindcore;Salvador, Bahia;Split-up
5813;Rotten Carnage;Death Metal;Fortaleza, Ceará;Active
5814;Rotten Cathedral;Symphonic Black Metal;Paraná;Active
5815;Rotten Corpse;Death Metal;Fortaleza, Ceará;Split-up
5816;Rotten Entrails;Death Metal;Várzea Paulista;Active
5817;Rotten Filthy;Thrash/Death Metal;Cachoeira do Sul, Rio Grande do Sul;Active
5818;Rotten Flesh Worshippers;Death Metal/Grindcore;Minas Gerais;Unknown
5819;Rotten Huge;Thrash Metal;Guaratinguetá, São Paulo;Split-up
5820;Rotten Penetration;Death Metal;Bento Gonçalves, Rio Grande do Sul;Unknown
5821;Rotten Pieces;Death/Thrash Metal;São Paulo, São Paulo;Unknown
5822;Rotten Purity;Death Metal;Ceilandia, Distrito Federal;On hold
5823;Rotten Soul;Death Metal;Jaraguá do Sul, Santa Catarina;On hold
5824;Rottenblot;Thrash Metal;Volta Redonda, Rio de Janeiro;Active
5825;Rottenbroth;Death Metal;Salvador, Bahia;Active
5826;Rottenness;Death Metal;Camaçarí, Bahia;Split-up
5827;Rotting;Black Metal;Vila Velha, Espírito Santo;Split-up
5828;Rotting Flesh;Death Metal/Grindcore;Araraquara, São Paulo;Split-up
5829;Rotting Flesh;Death Metal;Santarém, Pará;Active
5830;Rotting Lust;Raw Black Metal;Barreiras, Bahia;Active
5831;Rotting Paradise;Death/Black Metal;Belém, Pará;Active
5832;Roughly Violent;Gothic Metal;Guarapuava, Paraná;Unknown
5833;Royal Rage;Thrash Metal;Curitiba, Paraná;Active
5834;Ruffian;Death/Thrash Metal;Belo Horizonte, Minas Gerais;Split-up
5835;Ruggarü;Death Metal/Grindcore;Iúna, Espírito Santo;Active
5836;Ruínas de R'lyeh;Sludge/Doom Metal;Osasco, São Paulo;Split-up
5837;Ruínas de Sade;Stoner/Doom Metal;Brusque, Santa Catarina;Active
5838;Ruins of Elysium;Symphonic Metal;Brazil / Italy;Active
5839;Ruins of Purgatory;Doom/Death Metal;Barbacena, Minas Gerais;Active
5840;Ruptured;Heavy Metal;Bento Goncalves, Rio Grande do Sul;Split-up
5841;Rural Roads;Heavy Metal/Hard Rock;Porto Alegre, Rio Grande do Sul;Active
5842;Ruthless Cry;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Changed name
5843;Rygel;Melodic Heavy Metal;Santos, São Paulo;Active
5844;Rythual;Thrash Metal;Indaial, Santa Catarina;Split-up
5845;S.A.R.;Black Metal with RAC influences;São Paulo, São Paulo;Split-up
5846;S.A.R.G.;Black Metal;Lages, Santa Catarina;Active
5847;S.C.A.R.P.S.;Death/Thrash Metal;Caratinga, Minas Gerais;Split-up
5848;S.M.A.C.K.;Heavy/Doom Metal;Rio de Janeiro, Rio de Janeiro;Active
5849;S.O:M.A;Death Metal;Joinville, Santa Catarina;Split-up
5850;S.O.P.R.O.;Groove Metal;Carapicuíba, São Paulo;Split-up
5851;S.T.A.B.;Heavy/Groove Metal;São Paulo, São Paulo;Split-up
5852;S.U.C.;Grindcore;São Carlos, São Paulo;Active
5853;Sabackthanny;"Post-Black Metal (early/later); Post-Rock/Shoegaze (mid)";Manaus, Amazonas;Active
5854;Sabaoth;Melodic Heavy Metal;São Paulo, São Paulo;Split-up
5855;Sabbatariam;Progressive Death Metal;Ouro Branco, Minas Gerais;Active
5856;Sabbathon;Black Metal;Rio de Janeiro, Rio de Janeiro;Split-up
5857;Sabbatical Throne;Black Metal;Camaragibe, Pernambuco;Active
5858;Sabotage;Heavy Metal;São José do Rio Preto, São Paulo;Split-up
5859;Sabrathan;Raw Black Metal;Caxias do Sul, Rio Grande do Sul;Active
5860;Sabre;Heavy Metal/Hard Rock;Videira, Santa Catarina;On hold
5861;Sacarius Noctis;Death/Black Metal;São Paulo, São Paulo;Active
5862;Sacer Cruor;Black Metal;Rio Grande do Sul;Active
5863;Sacerdote;Thrash Metal;Jacarezinho, Paraná;Split-up
5864;Sacerdoth;Heavy Metal;Fátima do Sul, Mato Grosso do Sul;Unknown
5865;Sacrament;Thrash Metal;Campo Grande, Mato Grosso do Sul;Split-up
5866;Sacrament;Heavy/Thrash Metal;São João del-Rei, Minas Gerais;Unknown
5867;Sacrament;Black Metal;Sorocaba, São Paulo;Changed name
5868;Sacramental Carnage;Death/Black Metal;Valinhos, São Paulo;Split-up
5869;Sacramentia;Black/Death Metal;São João da Boa Vista, São Paulo;Active
5870;Sacrário;Thrash Metal;Porto Alegre, Rio Grande do Sul;Split-up
5871;Sacrario;Thrash/Death Metal;Porto Alegre, Rio Grande do Sul;Active
5872;Sacred Curse;Thrash Metal with Punk influences;São Paulo, São Paulo;Split-up
5873;Sacred Erazor;Blackened Thrash Metal;Teresina, Piauí;Active
5874;Sacred Sinner;Power Metal;São Paulo, São Paulo;Split-up
5875;Sacredeath;Death/Thrash Metal;Curitiba, Paraná;Active
5876;Sacrifice;Death Metal;São Paulo, São Paulo;Changed name
5877;Sacrifice in Blood;Thrash/Speed Metal;Natal, Rio Grande do Norte;Active
5878;Sacrificed;Heavy Metal;Belo Horizonte, Minas Gerais;Active
5879;Sacrificio;Black/Death Metal;Corumbá, Mato Grosso do Sul;Split-up
5880;Sacrifício Sumério;Black Metal;"Goiânia, Goiás (early); Curitiba, Paraná (later)";Active
5881;Sacrifix;Thrash Metal;São Paulo, São Paulo;Active
5882;Sacrilégios;Black Metal;Salvador, Bahia;Active
5883;Sacrilegious Salacious;Death Metal;Fortaleza, Ceará;Active
5884;Sacrilegium;Death Metal;Rio Negrinho, Santa Catarina;Active
5885;Sacristia;Black/Death Metal;Rio Claro, São Paulo;Active
5886;Sacro Goat;Black Metal;Três Lagoas, Mato Grosso do Sul;Active
5887;Sacrum;Black Metal;;Unknown
5888;Sactor;Thrash Metal;Valinhos, São Paulo;Active
5889;Sad Theory;Melodic/Progressive Death Metal;Curitiba, Paraná;Active
5890;Sade;Brutal Death Metal/Goregrind;Fortaleza, Ceará;Active
5891;Sades;Death/Doom Metal;Ilhéus, Bahia;Active
5892;Sádico Infesto;Death Metal;Altamira, Pará;Active
5893;Sadist;Thrash/Death Metal;Recife, Pernambuco;Split-up
5894;Sadistic Gore;Death Metal;Juiz de Fora, Minas Gerais;Split-up
5895;Sadistic Messiah;Thrash Metal;São Paulo, São Paulo;Active
5896;Sadistic Pathology;Brutal Death Metal/Goregrind;Iúna, Espírito Santo;Active
5897;Sadistik Distortion;Death Metal/Grindcore;Campo Limpo Paulista, São Paulo;Active
5898;Sadokult;Black Metal;Marilia, Sao Paulo;Active
5899;Sadom;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
5900;Sadomaso Control;Black/Death Metal;São Paulo, São Paulo;Active
5901;Sadomystic;Black Metal;Chavantes, São Paulo;Active
5902;Sadophallus;Black Metal;Piracicaba, Sao Paulo;Active
5903;Sadroom;Atmospheric/Depressive Black Metal;Porto Alegre, Rio Grande do Sul;Split-up
5904;Sadsy;Thrash Metal;Curitiba, Paraná;Active
5905;Saevus;Black Metal;Juiz de Fora, Minas Gerais;Split-up
5906;Sages of Darkness;Melodic Death Metal;Pedro Leopoldo, Minas Gerais;Active
5907;Sagitta;Power Metal;São Paulo, São Paulo;Active
5908;Sagittarion;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
5909;Sagrada Blasfêmia;Raw Black Metal;Vitória, Espírito Santo;Split-up
5910;Sagrada Cruz;Heavy Metal;Itú, São Paulo;Split-up
5911;Sagrado Inferno;Heavy Metal;Belo Horizonte, Minas Gerais;Active
5912;Sagrav;Thrash/Heavy Metal;Chapecó, Santa Catarina;Active
5913;Saint Fire;Thrash Metal;Betim, Minas Gerais;Active
5914;Saint Spirit;Death/Thrash Metal;Belford Roxo, Rio de Janeiro;Active
5915;Sakrah;Thrash/Stoner Metal;São Paulo, São Paulo;Active
5916;Sakramento;Thrash Metal;São Paulo, São Paulo;Split-up
5917;Salário do Pecado;Brutal Death Metal;Recife, Pernambuco;Split-up
5918;Salário Mínimo;Heavy Metal, Glam/Hard Rock;São Paulo, São Paulo;Active
5919;Sallem;Black Metal;Curitiba, Paraná;Active
5920;Salmos Luciferi;Black/Doom Metal;São Paulo, São Paulo;Split-up
5921;Saltério;Melodic Heavy Metal/Hard Rock;Campina Grande, Paraíba;Active
5922;Salvanor;Heavy Metal;Araçatuba, São Paulo;Unknown
5923;Samantha;Heavy/Power Metal;Curitiba, Paraná;Split-up
5924;Samanttha;Doom/Death Metal;Piauí;Active
5925;Samhäein;Heavy Metal;Rio do Sul, Santa Catarina;Split-up
5926;SamhainFall;Heavy Metal;Fortaleza, Ceará;Active
5927;Samurai Zombie;Raw Black Metal/Noise;;Active
5928;San La Muerte;Thrash Metal;Curitiba, Paraná;Active
5929;Sanatás;Black Metal;Goiânia, Goiás;Active
5930;Sanatório;Brutal Death Metal;Belo Horizonte, Minas Gerais;Active
5931;Sanatörio;Thrash Metal;Rio Grande, Rio Grande do Sul;Changed name
5932;Sancta;Heavy Metal/Hard Rock;Curitiba, Paraná;Active
5933;Sanctifier;Death Metal;Natal, Rio Grande do Norte;Active
5934;Sanctiphagous;Black Metal;Rio de Janeiro, Rio de Janeiro;Active
5935;Sanctrum;Heavy Metal;São Paulo, São Paulo;Split-up
5936;Sanctus Throne;Black Metal;Taboão da Serra, São Paulo;Split-up
5937;Sand Totem;Stoner/Doom Metal;Porto Alegre, Rio Grande do Sul / São Paulo;Active
5938;Sandman;Death Metal;São José do Rio Preto, São Paulo;Split-up
5939;Sandman;Heavy Metal;Cerqueira César, São Paulo;Split-up
5940;Sandrider;Heavy Metal;São Paulo, São Paulo;Split-up
5941;Sânge;Black Metal;Rio de Janeiro, Rio de Janeiro;Active
5942;Sangre;Death/Thrash Metal;Campinas, São Paulo;Active
5943;Sangrena;Death Metal;Amparo, São Paulo;Active
5944;Sangrenta;Death Metal/Goregrind;Viamão, Rio Grande do Sul;Active
5945;Sangrenta;Heavy Metal;Mauá, São Paulo;Split-up
5946;Sangria;Death Metal;Bento Gonçalves, Rio Grande do Sul;Active
5947;Sangria;Thrash/Death Metal;Camaquã, Rio Grande do Sul;Split-up
5948;Sangria;Deathcore;Jaboatão dos Guararapes, Pernambuco;Split-up
5949;Sangue Antigo;Black Metal;Rio Negro, Paraná;Active
5950;Sangue de Bode;Death/Thrash Metal/Crossover;Rio de Janeiro, Rio de Janeiro;Active
5951;Sangue Inocente;Thrash Metal/Crossover/Hardcore;Piracicaba, São Paulo;Active
5952;Sangue Maléfico;Black Metal;São Paulo, São Paulo;Active
5953;Sangue Negro;Black Metal;Rio Grande da Serra, São Paulo;Split-up
5954;Sanguilent Imperium;Death Metal;Indaiatuba, São Paulo;Split-up
5955;Sanguinário;Speed Metal/Punk;São Paulo, São Paulo;Active
5956;Sanguine;Doom Metal;Lages, Santa Catarina;Split-up
5957;Sanguinosa;Symphonic/Gothic Metal;Agudos, São Paulo;Active
5958;Sanskrit;Thrash Metal;Rio de Janeiro,  Rio de Janeiro;Split-up
5959;Santa Cora;Symphonic Progressive Metal;Ribeirão Preto, São Paulo;Active
5960;Santa Muerte;Crossover/Thrash Metal;São Paulo, São Paulo;Active
5961;Santopecador;Thrash Metal;Natal, Rio Grande do Norte;Active
5962;Santuário;Heavy/Power Metal;Natal, Rio Grande do Norte;Active
5963;Santuário;Heavy/Power Metal;São Paulo, São Paulo;Split-up
5964;Santuário;Symphonic Black Metal;Fortaleza, Ceará;Changed name
5965;Santuarium;Thrash Metal;Rio de Janeiro, Rio de Janeiro;Split-up
5966;Sarcasmo;Death Metal;Contagem, Minas Gerais;Split-up
5967;Sarcastic;Death Metal/Grindcore;Farroupilha, Rio Grande do Sul;Active
5968;Sarcastic Angel;Thrash Metal;Araras, São Paulo;Split-up
5969;Sarcastic Blasphemer;Black Metal;Cordeirópolis, São Paulo;Active
5970;Sarcasticism;Death Metal;Tupã, São Paulo;Split-up
5971;Sarcófago;Black/Thrash/Death Metal;Belo Horizonte, Minas Gerais;Split-up
5972;Sarcoma;Death Metal;Salvador, Bahia;Split-up
5973;Sarcoma;Death Metal;Presidente Prudente, São Paulo;Split-up
5974;Sarcoma in Christ;Atmospheric Black Metal;Parapuã, São Paulo;Split-up
5975;Sarcross;Death/Thrash Metal;Sorocaba, São Paulo;Split-up
5976;Sardonic;Thrash Metal;Teresópolis, Rio de Janeiro;Split-up
5977;Sardonic Force;Death/Thrash Metal;;Active
5978;Sardonic Impious;Black Metal;Atibaia, São Paulo;Active
5979;Sareptah;Progressive/Power Metal;São Paulo, São Paulo;Active
5980;Sargatanas;Pagan Black Metal;Belo Horizonte, Minas Gerais;Split-up
